question,slug,url,text,image_urls,n_images
141,q141-what-do-you-call-the-act-of-covering-a-house-or-area-in-front-of-a-house-with-toilet-paper,https://dialectsurvey.wordpress.com/2020/11/13/q141-what-do-you-call-the-act-of-covering-a-house-or-area-in-front-of-a-house-with-toilet-paper/,What do you call the act of covering a house or area in front of a house with toilet paper?,https://dialectsurvey.wordpress.com/wp-content/uploads/2020/11/heatmap.141.1.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/11/heatmap.141.2.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/11/heatmap.141.3.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/11/heatmap.141.4.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/11/heatmap.141.5.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/11/heatmap.141.6.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/11/heatmap.141.7.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/11/heatmap.141.8-1.png,8
142,q142-what-do-you-call-the-night-before-halloween,https://dialectsurvey.wordpress.com/2019/08/14/q142-what-do-you-call-the-night-before-halloween/,What do you call the night before Halloween?,https://dialectsurvey.wordpress.com/wp-content/uploads/2019/08/heatmap.142.1.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2019/08/heatmap.142.2.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2019/08/heatmap.142.3.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2019/08/heatmap.142.4.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2019/08/heatmap.142.5.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2019/08/heatmap.142.6.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2019/08/heatmap.142.7.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2019/08/heatmap.142.8.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2019/08/heatmap.142.9.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2019/08/heatmap.142.10.png,10
149,q149-what-does-wait-on-mean-as-in-were-waiting-on-you,https://dialectsurvey.wordpress.com/2020/10/21/q149-what-does-wait-on-mean-as-in-were-waiting-on-you/,"What does “wait on” mean, as in “We’re waiting on you”?",https://dialectsurvey.wordpress.com/wp-content/uploads/2020/10/heatmap.149.1.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/10/heatmap.149.2.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/10/heatmap.149.3.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/10/heatmap.149.4.png,4
150,q150-how-do-you-pronounce-the-first-vowel-in-bouquet,https://dialectsurvey.wordpress.com/2019/08/13/q150-how-do-you-pronounce-the-first-vowel-in-bouquet/,How do you pronounce the first vowel in bouquet?,https://dialectsurvey.wordpress.com/wp-content/uploads/2019/08/heatmap.150.1-1-1.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2019/08/heatmap.150.2-1-1.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2019/08/heatmap.150.3-1-1.png,3
151,q151-how-do-you-pronounce-bag,https://dialectsurvey.wordpress.com/2018/10/19/q151-how-do-you-pronounce-bag/,How do you pronounce bag?,https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-151-1.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-151-2.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-151-3.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-151-4.png,4
153,q153-how-do-you-pronounce-the-vowel-in-the-second-syllable-of-cauliflower,https://dialectsurvey.wordpress.com/2019/08/14/q153-how-do-you-pronounce-the-vowel-in-the-second-syllable-of-cauliflower/,How do you pronounce the vowel in the second syllable of cauliflower?,https://dialectsurvey.wordpress.com/wp-content/uploads/2019/08/heatmap.153.1.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2019/08/heatmap.153.2.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2019/08/heatmap.153.3.png,3
159,q159-how-do-you-pronounce-squirrel,https://dialectsurvey.wordpress.com/2020/11/14/q159-how-do-you-pronounce-squirrel/,How do you pronounce squirrel?,https://dialectsurvey.wordpress.com/wp-content/uploads/2020/11/heatmap.159.1.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/11/heatmap.159.2.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/11/heatmap.159.3-1.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/11/heatmap.159.4-1.png,4
160,q160-how-do-you-pronounce-vase,https://dialectsurvey.wordpress.com/2020/10/21/q160-how-do-you-pronounce-vase/,How do you pronounce vase?,https://dialectsurvey.wordpress.com/wp-content/uploads/2020/10/heatmap.160.1-1.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/10/heatmap.160.2-1.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/10/heatmap.160.3-1.png,3
168,q168-how-do-you-pronounce-caribbean,https://dialectsurvey.wordpress.com/2019/08/14/q168-how-do-you-pronounce-caribbean/,How do you pronounce Caribbean?,https://dialectsurvey.wordpress.com/wp-content/uploads/2019/08/heatmap.168.1.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2019/08/heatmap.168.2.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2019/08/heatmap.168.3.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2019/08/heatmap.168.4.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2019/08/heatmap.168.5.png,5
174,q174-how-do-you-pronounce-the-vowel-in-room-and-broom,https://dialectsurvey.wordpress.com/2019/08/14/q174-how-do-you-pronounce-the-vowel-in-room-and-broom/,How do you pronounce the vowel in room and broom?,https://dialectsurvey.wordpress.com/wp-content/uploads/2019/08/heatmap.174.1.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2019/08/heatmap.174.2.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2019/08/heatmap.174.3.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2019/08/heatmap.174.4.png,4
175,q175-how-do-you-pronounce-almond,https://dialectsurvey.wordpress.com/2018/10/17/q175-how-do-you-pronounce-almond/,How do you pronounce almond?,https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-175-1.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-175-2.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-175-3.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-175-4.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-175-5.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-175-6.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-175-7.png,7
178,q178-how-do-you-pronounce-the-first-vowel-in-apricot,https://dialectsurvey.wordpress.com/2018/10/17/q178-how-do-you-pronounce-the-first-vowel-in-apricot/,How do you pronounce the first vowel in apricot?,https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-178-1.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-178-2.png,2
184,q184-do-you-pronounce-an-l-sound-in-the-word-both,https://dialectsurvey.wordpress.com/2018/10/30/q184-do-you-pronounce-an-l-sound-in-the-word-both/,Do you pronounce an “l” sound in the word both?,https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-184-1.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-184-2.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-184-3.png,3
194,q194-how-do-you-pronounce-wash,https://dialectsurvey.wordpress.com/2020/10/21/q194-how-do-you-pronounce-wash/,How do you pronounce wash?,https://dialectsurvey.wordpress.com/wp-content/uploads/2020/10/heatmap.194.1.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/10/heatmap.194.2.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/10/heatmap.194.3-1.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/10/heatmap.194.4.png,4
195,q195-how-do-you-pronounce-ballet,https://dialectsurvey.wordpress.com/2018/10/19/q195-how-do-you-pronounce-ballet/,How do you pronounce ballet?,https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-195-1.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-195-2.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-195-3.png,3
202,q202-what-do-you-think-of-the-sentences-i-wish-i-would-have-gone-to-law-school-instead-of-getting-a-job-and-i-wish-sabrina-would-have-stayed-in-paris,https://dialectsurvey.wordpress.com/2018/10/26/q202-what-do-you-think-of-the-sentences-i-wish-i-would-have-gone-to-law-school-instead-of-getting-a-job-and-i-wish-sabrina-would-have-stayed-in-paris/,"What do you think of the sentences “I wish I would have gone to law school instead of getting a job,” and “I wish Sabrina would have stayed in Paris”?",https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-202-1.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-202-2.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-202-3.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-202-4.png,4
204,q204-do-you-call-the-activity-of-spreading-your-legs-as-far-as-possible-so-that-they-form-a-single-straight-line-doing-a-split-or-doing-the-splits,https://dialectsurvey.wordpress.com/2020/11/14/q204-do-you-call-the-activity-of-spreading-your-legs-as-far-as-possible-so-that-they-form-a-single-straight-line-doing-a-split-or-doing-the-splits/,Do you call the activity of spreading your legs as far as possible so that they form a single straight line “doing a split” or “doing the splits”?,https://dialectsurvey.wordpress.com/wp-content/uploads/2020/11/heatmap.204.1.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/11/heatmap.204.2-1.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/11/heatmap.204.3-1.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/11/heatmap.204.4-1.png,4
206,q206-what-do-you-call-the-sweetish-tasting-orange-colored-potato-shaped-vegetable,https://dialectsurvey.wordpress.com/2018/10/26/q206-what-do-you-call-the-sweetish-tasting-orange-colored-potato-shaped-vegetable/,"What do you call the sweetish-tasting, orange-colored, potato-shaped vegetable?",https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-206-1.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-206-2.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-206-3.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-206-4.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-206-5.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-206-6.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-206-7.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-206-8.png,8
209,q209-what-might-you-call-a-food-item-including-for-example-noodles-tuna-and-peas-all-baked-together-in-a-deep-dish,https://dialectsurvey.wordpress.com/2019/08/14/q209-what-might-you-call-a-food-item-including-for-example-noodles-tuna-and-peas-all-baked-together-in-a-deep-dish/,"What might you call a food item including, for example, noodles, tuna fish, and peas, all baked together in a deep dish?",https://dialectsurvey.wordpress.com/wp-content/uploads/2019/08/heatmap.209.1.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2019/08/heatmap.209.2.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2019/08/heatmap.209.3.png,3
228,q228-how-do-you-pronounce-the-plural-of-bath,https://dialectsurvey.wordpress.com/2018/10/24/q228-how-do-you-pronounce-the-plural-of-bath/,How do you pronounce the plural of bath?,https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-228-1.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-228-2.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-228-3.png,3
229,q229-would-you-say-where-are-you-at,https://dialectsurvey.wordpress.com/2018/10/27/q229-would-you-say-where-are-you-at/,Would you say “where are you at?” to mean “where are you?,https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-229-1.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-229-2.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-229-3.png,3
234,q234-what-do-you-call-the-thing-you-wear-in-winter-to-keep-your-head-warm-thats-shaped-like-a-sock-that-you-pull-over-your-head-and-neck-with-a-hole-cut-out-for-your-eyes,https://dialectsurvey.wordpress.com/2018/10/19/q234-what-do-you-call-the-thing-you-wear-in-winter-to-keep-your-head-warm-thats-shaped-like-a-sock-that-you-pull-over-your-head-and-neck-with-a-hole-cut-out-for-your-eyes/,What do you call the thing you wear in the winter to keep your head warm that’s shaped like a sock that you pull over your head and neck with a hole cut out for your eyes or face?,https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-234-1.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-234-2.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-234-3.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-234-4.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-234-5.png,5
250,q250-how-do-you-pronounce-talk-and-walk,https://dialectsurvey.wordpress.com/2020/10/21/q250-how-do-you-pronounce-talk-and-walk/,How do you pronounce talk and walk?,https://dialectsurvey.wordpress.com/wp-content/uploads/2020/10/heatmap.250.1.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/10/heatmap.250.2.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/10/heatmap.250.3.png,3
251,q251-how-do-you-pronounce-cement,https://dialectsurvey.wordpress.com/2019/08/14/q251-how-do-you-pronounce-cement/,How do you pronounce cement?,https://dialectsurvey.wordpress.com/wp-content/uploads/2019/08/heatmap.251.1.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2019/08/heatmap.251.2.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2019/08/heatmap.251.3.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2019/08/heatmap.251.4.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2019/08/heatmap.251.5.png,5
264,q264-what-do-you-call-the-area-of-grass-that-occurs-in-the-middle-of-some-streets,https://dialectsurvey.wordpress.com/2018/10/30/q264-what-do-you-call-the-area-of-grass-that-occurs-in-the-middle-of-some-streets/,What do you call the area of grass that occurs in the middle of some streets?,https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-264-1.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-264-2.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-264-3.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-264-4.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-264-5.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-264-6.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-264-7.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-264-8.png,8
267,q267-what-do-you-call-a-car-in-which-you-have-to-step-on-the-clutch-and-fiddle-with-a-lever-to-change-gears,https://dialectsurvey.wordpress.com/2020/11/14/q267-what-do-you-call-a-car-in-which-you-have-to-step-on-the-clutch-and-fiddle-with-a-lever-to-change-gears/,What do you call a car in which you have to step on the clutch and fiddle with a lever to change gears?,https://dialectsurvey.wordpress.com/wp-content/uploads/2020/11/heatmap.267.1.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/11/heatmap.267.2.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/11/heatmap.267.3-1.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/11/heatmap.267.4-1.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/11/heatmap.267.5-1.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/11/heatmap.267.6-1.png,6
271,q271-what-do-you-call-the-container-with-a-handle-that-you-might-use-to-transport-water,https://dialectsurvey.wordpress.com/2019/08/14/q271-what-do-you-call-the-container-with-a-handle-that-you-might-use-to-transport-water/,What do you call the container with a handle that you might use to transport water?,https://dialectsurvey.wordpress.com/wp-content/uploads/2019/08/heatmap.271.1.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2019/08/heatmap.271.2.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2019/08/heatmap.271.3.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2019/08/heatmap.271.4.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2019/08/heatmap.271.5.png,5
272,q272-what-do-you-call-a-set-of-52-playing-cards,https://dialectsurvey.wordpress.com/2019/08/14/q272-what-do-you-call-a-set-of-52-playing-cards/,What do you call a set of 52 playing cards?,https://dialectsurvey.wordpress.com/wp-content/uploads/2019/08/heatmap.272.1.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2019/08/heatmap.272.2.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2019/08/heatmap.272.3.png,3
274,q274-what-does-the-word-spendthrift-refer-to,https://dialectsurvey.wordpress.com/2020/11/14/q274-what-does-the-word-spendthrift-refer-to/,What does the word spendthrift refer to?,https://dialectsurvey.wordpress.com/wp-content/uploads/2020/11/heatmap.274.1.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/11/heatmap.274.2.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/11/heatmap.274.3.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/11/heatmap.274.4.png,4
277,q277-would-you-say-stoop-to-mean-the-front-steps-of-a-building-where-the-front-door-opens-onto-the-sidewalk,https://dialectsurvey.wordpress.com/2020/11/14/q277-would-you-say-stoop-to-mean-the-front-steps-of-a-building-where-the-front-door-opens-onto-the-sidewalk/,"Would you say “stoop” to mean “the front steps of a building, where the front door opens onto the sidewalk”?",https://dialectsurvey.wordpress.com/wp-content/uploads/2020/11/heatmap.277.1.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/11/heatmap.277.2.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/11/heatmap.277.3.png,3
278,q278-how-do-you-pronounce-anti-as-in-anti-social-or-anti-communist,https://dialectsurvey.wordpress.com/2018/10/17/q278-how-do-you-pronounce-anti-as-in-anti-social-or-anti-communist/,"How do you pronounce anti-, as in as in “anti-social” or “anti-Communist?”",https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-278-1.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-278-2.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-278-3.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-278-4.png,4
279,q279-how-do-you-pronounce-the-third-vowel-in-anybody,https://dialectsurvey.wordpress.com/2018/10/17/q279-how-do-you-pronounce-the-third-vowel-in-anybody/,How do you pronounce the third vowel in anybody?,https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-279-1.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-279-2.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-279-3.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-279-4.png,4
285,q285-how-do-you-pronounce-the-first-vowel-in-tournament,https://dialectsurvey.wordpress.com/2020/11/13/q285-how-do-you-pronounce-the-first-vowel-in-tournament/,How do you pronounce the first vowel in tournament?,https://dialectsurvey.wordpress.com/wp-content/uploads/2020/11/heatmap.285.1.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/11/heatmap.285.2.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/11/heatmap.285.3.png,3
286,how-do-you-pronounce-the-second-consonant-in-baptist,https://dialectsurvey.wordpress.com/2018/10/24/how-do-you-pronounce-the-second-consonant-in-baptist/,How do you pronounce the second consonant in Baptist?,https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-286-1.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-286-2.png,2
287,q287-how-do-you-pronounce-the-last-consonant-in-blouse,https://dialectsurvey.wordpress.com/2018/10/24/q287-how-do-you-pronounce-the-last-consonant-in-blouse/,How do you pronounce the last consonant in blouse?,https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-287-1.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-287-2.png,2
292,q292-what-term-do-you-use-for-a-single-eyebrow-that-spans-both-eyes-and-connects-above-them,https://dialectsurvey.wordpress.com/2020/11/13/q292-what-term-do-you-use-for-a-single-eyebrow-that-spans-both-eyes-and-connects-above-them/,What term do you use for a single eyebrow that spans both eyes and connects above the nose?,https://dialectsurvey.wordpress.com/wp-content/uploads/2020/11/heatmap.292.1.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/11/heatmap.292.2.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/11/heatmap.292.3.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/11/heatmap.292.4.png,4
300,q300-when-a-small-sharp-fragment-of-wood-gets-stuck-in-your-finger-you-have-a-______,https://dialectsurvey.wordpress.com/2020/11/14/q300-when-a-small-sharp-fragment-of-wood-gets-stuck-in-your-finger-you-have-a-______/,"When a small sharp fragment of wood gets stuck in your finger, you have a —",https://dialectsurvey.wordpress.com/wp-content/uploads/2020/11/heatmap.300.1.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/11/heatmap.300.2.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/11/heatmap.300.3.png,3
301,q301-what-is-a-spa,https://dialectsurvey.wordpress.com/2020/11/14/q301-what-is-a-spa/,What is a spa?,https://dialectsurvey.wordpress.com/wp-content/uploads/2020/11/heatmap.301.1.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/11/heatmap.301.2.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/11/heatmap.301.3.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/11/heatmap.301.4.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/11/heatmap.301.5.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/11/heatmap.301.6.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/11/heatmap.301.7-1.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/11/heatmap.301.8-1.png,8
302,q302-what-is-a-waterbug,https://dialectsurvey.wordpress.com/2020/10/21/q302-what-is-a-waterbug/,What is a waterbug?,https://dialectsurvey.wordpress.com/wp-content/uploads/2020/10/heatmap.302.1.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/10/heatmap.302.2.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/10/heatmap.302.3.png,3
304,q304-would-you-say-tump-over-to-mean-fall-over-when-something-isnt-balanced-for-example,https://dialectsurvey.wordpress.com/2020/11/13/q304-would-you-say-tump-over-to-mean-fall-over-when-something-isnt-balanced-for-example/,"Would you say “tump over” to mean “fall over” (when something isn’t balanced, for example)?",https://dialectsurvey.wordpress.com/wp-content/uploads/2020/11/heatmap.304.1.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/11/heatmap.304.2-1.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/11/heatmap.304.3.png,3
305,q305-what-do-you-call-the-imaginary-person-or-hobgoblin-used-to-threaten-children-and-make-them-behave,https://dialectsurvey.wordpress.com/2018/10/30/q305-what-do-you-call-the-imaginary-person-or-hobgoblin-used-to-threaten-children-and-make-them-behave/,"What do you call the imaginary person or hobgoblin used to threaten children and make them behave? (Please answer according to how you pronounce the word, rather than how you think it should be spelled; but watch out for the fourth choice)",https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-305-1.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-305-2.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-305-3.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-305-4.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-305-5.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-305-6.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-305-7.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-305-8.png,8
312,q312-how-do-you-pronounce-always,https://dialectsurvey.wordpress.com/2018/10/17/q312-how-do-you-pronounce-always/,How do you pronounce always?,https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-312-1.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-312-2.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-312-3.png,3
314,q314-how-do-you-pronounce-the-c-in-associate,https://dialectsurvey.wordpress.com/2018/10/17/q314-how-do-you-pronounce-the-c-in-associate/,How do you pronounce the “c” in associate?,https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-314-1.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-314-2.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-314-3.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-314-4.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-314-5.png,5
315,q315-how-do-you-pronounce-candidate,https://dialectsurvey.wordpress.com/2019/08/14/q315-how-do-you-pronounce-candidate/,How do you pronounce candidate?,https://dialectsurvey.wordpress.com/wp-content/uploads/2019/08/heatmap.315.1.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2019/08/heatmap.315.2.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2019/08/heatmap.315.3.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2019/08/heatmap.315.4.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2019/08/heatmap.315.5.png,5
318,q318-how-do-you-pronounce-wolf,https://dialectsurvey.wordpress.com/2018/10/26/q318-how-do-you-pronounce-wolf/,How do you pronounce wolf?,https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-318-1.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-318-2.png,2
327,q327-alls-you-have-to-do-is-sit-back-and-relax,https://dialectsurvey.wordpress.com/2018/10/17/q327-alls-you-have-to-do-is-sit-back-and-relax/,All’s you have to do is sit back and relax.,https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-327-1.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-327-2.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-327-3.png,3
328,q328-if-you-have-a-dollar-bill-and-need-coins-instead-would-you-ask-for-change-for-a-dollar-or-change-of-a-dollar,https://dialectsurvey.wordpress.com/2019/08/14/q328-if-you-have-a-dollar-bill-and-need-coins-instead-would-you-ask-for-change-for-a-dollar-or-change-of-a-dollar/,"If you have a dollar bill and need coins instead, would you ask for “change for a dollar” or “change of a dollar”?",https://dialectsurvey.wordpress.com/wp-content/uploads/2019/08/heatmap.328.1.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2019/08/heatmap.328.2.png,2
